old_code,fixed_code,SmellRule
"{""function"": ""private void fetchAndPrepareRecordsForCamel(final Shard shard, AtomicInteger processedExchangeCount)\n{\nString shardIterator = null;\ntry {\nshardIterator = getShardIterator(shard);\n} catch (ExecutionException | InterruptedException e) {\nthrow new RuntimeException(e);\n}\nif (shardIterator == null) {\nprocessedExchangeCount.set(0);\n}\nGetRecordsRequest req = GetRecordsRequest.builder().shardIterator(shardIterator).limit(getEndpoint().getConfiguration().getMaxResultsPerRequest()).build();\nGetRecordsResponse result = null;\nif (getEndpoint().getConfiguration().isAsyncClient()) {\ntry {\nresult = getAsyncClient().getRecords(req).get();\n} catch (ExecutionException | InterruptedException e) {\nthrow new RuntimeException(e);\n}\n} else {\nresult = getClient().getRecords(req);\n}\ntry {\nQueue<Exchange> exchanges = createExchanges(result.records());\nprocessedExchangeCount.getAndSet(processBatch(CastUtils.cast(exchanges)));\n} catch (Exception e) {\nthrow new RuntimeException(e);\n}\nvar currentShardIterator = result.nextShardIterator();\nif (isShardClosed) {\nswitch(getEndpoint().getConfiguration().getShardClosed()) {\ncase ignore:\nLOG.warn(""The shard {} is in closed state"", currentShardIterator);\nbreak;\ncase silent:\nbreak;\ncase fail:\nLOG.info(""Shard Iterator reaches CLOSE status:{} {}"", getEndpoint().getConfiguration().getStreamName(), getEndpoint().getConfiguration().getShardId());\nthrow new IllegalStateException(new ReachedClosedStatusException(getEndpoint().getConfiguration().getStreamName(), shard.shardId()));\ndefault:\nthrow new IllegalArgumentException(""Unsupported shard closed strategy"");\n}\n}\n}\n""}","{""function"": ""private void fetchAndPrepareRecordsForCamel(final Shard shard, AtomicInteger processedExchangeCount)\n{\nString shardIterator = null;\ntry {\nshardIterator = getShardIterator(shard);\n} catch (ExecutionException | InterruptedException e) {\nthrow new RuntimeException(e);\n}\nif (shardIterator == null) {\nprocessedExchangeCount.set(0);\n}\nGetRecordsRequest req = GetRecordsRequest.builder().shardIterator(shardIterator).limit(getEndpoint().getConfiguration().getMaxResultsPerRequest()).build();\nGetRecordsResponse result = null;\nif (getEndpoint().getConfiguration().isAsyncClient()) {\ntry {\nresult = getAsyncClient().getRecords(req).get();\n} catch (ExecutionException | InterruptedException e) {\nthrow new RuntimeException(e);\n}\n} else {\nresult = getClient().getRecords(req);\n}\ntry {\nQueue<Exchange> exchanges = createExchanges(result.records());\nprocessedExchangeCount.getAndSet(processBatch(CastUtils.cast(exchanges)));\n} catch (Exception e) {\nthrow new RuntimeException(e);\n}\nvar currentShardIterator = result.nextShardIterator();\nif (isShardClosed) {\nswitch(getEndpoint().getConfiguration().getShardClosed()) {\ncase ignore:\nLOG.warn(""The shard {} is in closed state"", currentShardIterator);\nbreak;\ncase silent:\nbreak;\ncase fail:\nLOG.info(""Shard Iterator reaches CLOSE status:{} {}"", getEndpoint().getConfiguration().getStreamName(), getEndpoint().getConfiguration().getShardId());\nthrow new IllegalStateException(new ReachedClosedStatusException(getEndpoint().getConfiguration().getStreamName(), shard.shardId()));\ndefault:\nthrow new IllegalArgumentException(""Unsupported shard closed strategy"");\n}\n}\n}\n""}","java:S1130
"
"{""function"": ""public void process(Exchange exchange) throws InvalidPayloadException\n{\nString issueKey = exchange.getIn().getHeader(ISSUE_KEY, String.class);\nif (issueKey == null) {\nthrow new IllegalArgumentException(""Missing exchange input header named 'IssueKey', it should specify the issue key to attach a file."");\n}\nInputStream is = null;\nString name = null;\nFile file = null;\nObject body = exchange.getIn().getBody();\nif (body instanceof File) {\nfile = (File) body;\n} else {\nWrappedFile<?> wf = exchange.getIn().getBody(WrappedFile.class);\nif (wf != null && wf.getFile() instanceof File) {\nfile = (File) wf.getFile();\n}\n}\nif (file == null) {\nis = exchange.getIn().getMandatoryBody(InputStream.class);\nname = exchange.getIn().getHeader(Exchange.FILE_NAME, exchange.getMessage().getMessageId(), String.class);\n}\nJiraRestClient client = ((JiraEndpoint) getEndpoint()).getClient();\nIssueRestClient issueClient = client.getIssueClient();\nIssue issue = issueClient.getIssue(issueKey).claim();\nURI attachmentsUri = issue.getAttachmentsUri();\nif (file != null) {\nissueClient.addAttachments(attachmentsUri, file);\n} else {\nissueClient.addAttachment(attachmentsUri, is, name);\n}\n}\n""}","{""function"": ""public void process(Exchange exchange) throws InvalidPayloadException\n{\nString issueKey = exchange.getIn().getHeader(ISSUE_KEY, String.class);\nif (issueKey == null) {\nthrow new IllegalArgumentException(""Missing exchange input header named 'IssueKey', it should specify the issue key to attach a file."");\n}\nInputStream is = null;\nString name = null;\nFile file = null;\nObject body = exchange.getIn().getBody();\nif (body instanceof File) {\nfile = (File) body;\n} else {\nWrappedFile<?> wf = exchange.getIn().getBody(WrappedFile.class);\nif (wf != null && wf.getFile() instanceof File) {\nfile = (File) wf.getFile();\n}\n}\nif (file == null) {\nis = exchange.getIn().getMandatoryBody(InputStream.class);\nname = exchange.getIn().getHeader(Exchange.FILE_NAME, exchange.getMessage().getMessageId(), String.class);\n}\nJiraRestClient client = ((JiraEndpoint) getEndpoint()).getClient();\nIssueRestClient issueClient = client.getIssueClient();\nIssue issue = issueClient.getIssue(issueKey).claim();\nURI attachmentsUri = issue.getAttachmentsUri();\nif (file != null) {\nissueClient.addAttachments(attachmentsUri, file);\n} else {\nissueClient.addAttachment(attachmentsUri, is, name);\n}\n}\n""}","java:S3740
"
"{""function"": ""protected int poll() throws Exception\n{\nLookupEventsRequest.Builder eventsRequestBuilder = LookupEventsRequest.builder().maxResults(getEndpoint().getConfiguration().getMaxResults());\nList<LookupAttribute> attributes = new ArrayList<>();\nif (ObjectHelper.isNotEmpty(getEndpoint().getConfiguration().getEventSource())) {\nLookupAttribute eventSource = LookupAttribute.builder().attributeKey(LookupAttributeKey.EVENT_SOURCE).attributeValue(getEndpoint().getConfiguration().getEventSource()).build();\nattributes.add(eventSource);\n}\nif (!attributes.isEmpty()) {\neventsRequestBuilder.lookupAttributes(attributes);\n}\nif (lastTime != null) {\neventsRequestBuilder.startTime(lastTime.plusMillis(1000));\n}\nLookupEventsResponse response = getClient().lookupEvents(eventsRequestBuilder.build());\nif (!response.events().isEmpty()) {\nlastTime = response.events().get(0).eventTime();\n}\nQueue<Exchange> exchanges = createExchanges(response.events());\nreturn processBatch(CastUtils.cast(exchanges));\n}\n""}","{""function"": ""protected int poll() throws Exception\n{\nLookupEventsRequest.Builder eventsRequestBuilder = LookupEventsRequest.builder().maxResults(getEndpoint().getConfiguration().getMaxResults());\nList<LookupAttribute> attributes = new ArrayList<>();\nif (ObjectHelper.isNotEmpty(getEndpoint().getConfiguration().getEventSource())) {\nLookupAttribute eventSource = LookupAttribute.builder().attributeKey(LookupAttributeKey.EVENT_SOURCE).attributeValue(getEndpoint().getConfiguration().getEventSource()).build();\nattributes.add(eventSource);\n}\nif (!attributes.isEmpty()) {\neventsRequestBuilder.lookupAttributes(attributes);\n}\nif (lastTime != null) {\neventsRequestBuilder.startTime(lastTime.plusMillis(1000));\n}\nLookupEventsResponse response = getClient().lookupEvents(eventsRequestBuilder.build());\nif (!response.events().isEmpty()) {\nlastTime = response.events().get(0).eventTime();\n}\nQueue<Exchange> exchanges = createExchanges(response.events());\nreturn processBatch(CastUtils.cast(exchanges));\n}\n""}","java:S2293
"
"{""function"": ""protected void updateKnownDependencies() throws Exception\n{\nCollection<Path> allJsonFiles = new TreeSet<>();\nFile path = new File(catalogDir, ""src/generated/resources/org/apache/camel/catalog/components"");\nfor (File p : path.listFiles()) {\nString f = p.getName();\nif (f.endsWith(PackageHelper.JSON_SUFIX)) {\nallJsonFiles.add(p.toPath());\n}\n}\nfor (Path p : allJsonFiles) {\nvar m = JsonMapper.generateModel(p);\nif (m != null) {\nallModels.put(p, m);\n}\n}\nList<String> lines = new ArrayList<>();\nfor (BaseModel<?> model : allModels.values()) {\nString fqn = model.getJavaType();\nif (model instanceof ArtifactModel) {\nString aid = ((ArtifactModel<?>) model).getArtifactId();\nif (aid.startsWith(""camel-"")) {\naid = aid.substring(6);\n}\nString line = fqn + ""=camel:"" + aid;\nlines.add(line);\n}\n}\nlines = lines.stream().distinct().collect(Collectors.toList());\nCollections.sort(lines);\ntry (InputStream is = getClass().getClassLoader().getResourceAsStream(""license-header.txt"")) {\nthis.licenseHeader = loadText(is);\n} catch (Exception e) {\nthrow new MojoFailureException(""Error loading license-header.txt file"", e);\n}\nString source = String.join(""\n"", lines) + ""\n"";\nwriteSourceIfChanged(source, ""resources"", ""camel-component-known-dependencies.properties"", genDir);\n}\n""}","{""function"": ""protected void updateKnownDependencies() throws Exception\n{\nCollection<Path> allJsonFiles = new TreeSet<>();\nFile path = new File(catalogDir, ""src/generated/resources/org/apache/camel/catalog/components"");\nfor (File p : path.listFiles()) {\nString f = p.getName();\nif (f.endsWith(PackageHelper.JSON_SUFIX)) {\nallJsonFiles.add(p.toPath());\n}\n}\nfor (Path p : allJsonFiles) {\nvar m = JsonMapper.generateModel(p);\nif (m != null) {\nallModels.put(p, m);\n}\n}\nList<String> lines = new ArrayList<>();\nfor (BaseModel<?> model : allModels.values()) {\nString fqn = model.getJavaType();\nif (model instanceof ArtifactModel) {\nString aid = ((ArtifactModel<?>) model).getArtifactId();\nif (aid.startsWith(""camel-"")) {\naid = aid.substring(6);\n}\nString line = fqn + ""=camel:"" + aid;\nlines.add(line);\n}\n}\nlines = lines.stream().distinct().collect(Collectors.toList());\nCollections.sort(lines);\ntry (InputStream is = getClass().getClassLoader().getResourceAsStream(""license-header.txt"")) {\nthis.licenseHeader = loadText(is);\n} catch (Exception e) {\nthrow new MojoFailureException(""Error loading license-header.txt file"", e);\n}\nString source = String.join(""\n"", lines) + ""\n"";\nwriteSourceIfChanged(source, ""resources"", ""camel-component-known-dependencies.properties"", genDir);\n}\n""}","java:S3740
"
"{""function"": ""public void process(Exchange exchange) throws InvalidPayloadException\n{\nString issueKey = exchange.getIn().getHeader(ISSUE_KEY, String.class);\nif (issueKey == null) {\nthrow new IllegalArgumentException(""Missing exchange input header named 'IssueKey', it should specify the issue key to attach a file."");\n}\nInputStream is = null;\nString name = null;\nFile file = null;\nObject body = exchange.getIn().getBody();\nif (body instanceof File) {\nfile = (File) body;\n} else {\nWrappedFile<?> wf = exchange.getIn().getBody(WrappedFile.class);\nif (wf != null && wf.getFile() instanceof File) {\nfile = (File) wf.getFile();\n}\n}\nif (file == null) {\nis = exchange.getIn().getMandatoryBody(InputStream.class);\nname = exchange.getIn().getHeader(Exchange.FILE_NAME, exchange.getMessage().getMessageId(), String.class);\n}\nJiraRestClient client = ((JiraEndpoint) getEndpoint()).getClient();\nIssueRestClient issueClient = client.getIssueClient();\nIssue issue = issueClient.getIssue(issueKey).claim();\nURI attachmentsUri = issue.getAttachmentsUri();\nif (file != null) {\nissueClient.addAttachments(attachmentsUri, file);\n} else {\nissueClient.addAttachment(attachmentsUri, is, name);\n}\n}\n""}","{""function"": ""public void process(Exchange exchange) throws InvalidPayloadException\n{\nString issueKey = exchange.getIn().getHeader(ISSUE_KEY, String.class);\nif (issueKey == null) {\nthrow new IllegalArgumentException(""Missing exchange input header named 'IssueKey', it should specify the issue key to attach a file."");\n}\nInputStream is = null;\nString name = null;\nFile file = null;\nObject body = exchange.getIn().getBody();\nif (body instanceof File) {\nfile = (File) body;\n} else {\nWrappedFile<?> wf = exchange.getIn().getBody(WrappedFile.class);\nif (wf != null && wf.getFile() instanceof File) {\nfile = (File) wf.getFile();\n}\n}\nif (file == null) {\nis = exchange.getIn().getMandatoryBody(InputStream.class);\nname = exchange.getIn().getHeader(Exchange.FILE_NAME, exchange.getMessage().getMessageId(), String.class);\n}\nJiraRestClient client = ((JiraEndpoint) getEndpoint()).getClient();\nIssueRestClient issueClient = client.getIssueClient();\nIssue issue = issueClient.getIssue(issueKey).claim();\nURI attachmentsUri = issue.getAttachmentsUri();\nif (file != null) {\nissueClient.addAttachments(attachmentsUri, file);\n} else {\nissueClient.addAttachment(attachmentsUri, is, name);\n}\n}\n""}","java:S6201
"
"{""function"": ""private JsonObject asJSonNode(EipModel model)\n{\nJsonObject answer = new JsonObject();\nJsonObject jo = new JsonObject();\nanswer.put(model.getName(), jo);\nfor (Map.Entry<String, Object> entry : model.getMetadata().entrySet()) {\nString key = entry.getKey();\nboolean skip = key.equals(""customId"");\nif (skip) {\ncontinue;\n}\nObject value = entry.getValue();\nif (value != null) {\nif (value instanceof Collection<?>) {\nCollection<?> col = (Collection<?>) value;\nList<Object> list = new ArrayList<>();\nfor (Object v : col) {\nObject r = v;\nif (r instanceof EipModel) {\nEipNode en = asNode((EipModel) r);\nvalue = en.asJsonObject();\nJsonObject wrap = new JsonObject();\nwrap.put(en.getName(), value);\nr = wrap;\n}\nlist.add(r);\n}\nif (""_output"".equals(key)) {\nkey = ""steps"";\n}\nif (jo.containsKey(""from"")) {\njo = jo.getMap(""from"");\n}\njo.put(key, list);\n} else {\nif (value instanceof EipModel) {\nEipNode r = asNode((EipModel) value);\nvalue = r.asJsonObject();\njo.put(r.getName(), value);\n} else {\njo.put(key, value);\n}\n}\n}\n}\nreturn answer;\n}\n""}","{""function"": ""private JsonObject asJSonNode(EipModel model)\n{\nJsonObject answer = new JsonObject();\nJsonObject jo = new JsonObject();\nanswer.put(model.getName(), jo);\nfor (Map.Entry<String, Object> entry : model.getMetadata().entrySet()) {\nString key = entry.getKey();\nboolean skip = key.equals(""customId"");\nif (skip) {\ncontinue;\n}\nObject value = entry.getValue();\nif (value != null) {\nif (value instanceof Collection<?>) {\nCollection<?> col = (Collection<?>) value;\nList<Object> list = new ArrayList<>();\nfor (Object v : col) {\nObject r = v;\nif (r instanceof EipModel) {\nEipNode en = asNode((EipModel) r);\nvalue = en.asJsonObject();\nJsonObject wrap = new JsonObject();\nwrap.put(en.getName(), value);\nr = wrap;\n}\nlist.add(r);\n}\nif (""_output"".equals(key)) {\nkey = ""steps"";\n}\nif (jo.containsKey(""from"")) {\njo = jo.getMap(""from"");\n}\njo.put(key, list);\n} else {\nif (value instanceof EipModel) {\nEipNode r = asNode((EipModel) value);\nvalue = r.asJsonObject();\njo.put(r.getName(), value);\n} else {\njo.put(key, value);\n}\n}\n}\n}\nreturn answer;\n}\n""}","java:S3740
"
"{""function"": ""protected Endpoint createEndpoint(String uri, String remaining, Map<String, Object> parameters) throws Exception\n{\nCxfRsEndpoint answer;\nObject value = parameters.remove(""setDefaultBus"");\nif (value != null) {\nLOG.warn(""The option setDefaultBus is @deprecated, use name defaultBus instead"");\nif (!parameters.containsKey(""defaultBus"")) {\nparameters.put(""defaultBus"", value);\n}\n}\nif (remaining.startsWith(CxfConstants.SPRING_CONTEXT_ENDPOINT)) {\nString beanId = remaining.substring(CxfConstants.SPRING_CONTEXT_ENDPOINT.length());\nif (beanId.startsWith(""//"")) {\nbeanId = beanId.substring(2);\n}\nAbstractJAXRSFactoryBean bean = CamelContextHelper.mandatoryLookup(getCamelContext(), beanId, AbstractJAXRSFactoryBean.class);\nCxfRsEndpointFactoryBean factory = null;\nif (bean.getClass().getName().contains(""blueprint"")) {\nClass<CxfRsEndpointFactoryBean> clazz = getCamelContext().getClassResolver().resolveMandatoryClass(""org.apache.camel.component.cxf.jaxrs.blueprint.CxfRsBlueprintEndpointFactoryBean"", CxfRsEndpointFactoryBean.class);\nfactory = getCamelContext().getInjector().newInstance(clazz);\n} else {\ntry {\nClass<CxfRsEndpointFactoryBean> clazz = getCamelContext().getClassResolver().resolveMandatoryClass(""org.apache.camel.component.cxf.spring.jaxrs.SpringCxfRsEndpointFactoryBean"", CxfRsEndpointFactoryBean.class);\nfactory = getCamelContext().getInjector().newInstance(clazz);\n} catch (Exception ex) {\nfactory = new DefaultCxfRsEndpointFactoryBean();\n}\n}\nanswer = factory.createEndpoint(this, remaining, bean);\nif (bean.getProperties() != null) {\nMap<String, Object> copy = new HashMap<>(bean.getProperties());\nsetProperties(answer, copy);\n}\nanswer.setBeanId(beanId);\n} else {\nanswer = new CxfRsEndpoint(remaining, this);\n}\nString resourceClass = getAndRemoveParameter(parameters, ""resourceClass"", String.class);\nif (resourceClass != null) {\nClass<?> clazz = getCamelContext().getClassResolver().resolveMandatoryClass(resourceClass);\nanswer.addResourceClass(clazz);\n}\nString resourceClasses = getAndRemoveParameter(parameters, ""resourceClasses"", String.class);\nIterator<?> it = ObjectHelper.createIterator(resourceClasses);\nwhile (it.hasNext()) {\nString name = (String) it.next();\nClass<?> clazz = getCamelContext().getClassResolver().resolveMandatoryClass(name);\nanswer.addResourceClass(clazz);\n}\nsetProperties(answer, parameters);\nMap<String, String> params = CastUtils.cast(parameters);\nanswer.setParameters(params);\nsetEndpointHeaderFilterStrategy(answer);\nif (answer.getSslContextParameters() == null) {\nanswer.setSslContextParameters(retrieveGlobalSslContextParameters());\n}\nreturn answer;\n}\n""}","{""function"": ""protected Endpoint createEndpoint(String uri, String remaining, Map<String, Object> parameters) throws Exception\n{\nCxfRsEndpoint answer;\nObject value = parameters.remove(""setDefaultBus"");\nif (value != null) {\nLOG.warn(""The option setDefaultBus is @deprecated, use name defaultBus instead"");\nif (!parameters.containsKey(""defaultBus"")) {\nparameters.put(""defaultBus"", value);\n}\n}\nif (remaining.startsWith(CxfConstants.SPRING_CONTEXT_ENDPOINT)) {\nString beanId = remaining.substring(CxfConstants.SPRING_CONTEXT_ENDPOINT.length());\nif (beanId.startsWith(""//"")) {\nbeanId = beanId.substring(2);\n}\nAbstractJAXRSFactoryBean bean = CamelContextHelper.mandatoryLookup(getCamelContext(), beanId, AbstractJAXRSFactoryBean.class);\nCxfRsEndpointFactoryBean factory = null;\nif (bean.getClass().getName().contains(""blueprint"")) {\nClass<CxfRsEndpointFactoryBean> clazz = getCamelContext().getClassResolver().resolveMandatoryClass(""org.apache.camel.component.cxf.jaxrs.blueprint.CxfRsBlueprintEndpointFactoryBean"", CxfRsEndpointFactoryBean.class);\nfactory = getCamelContext().getInjector().newInstance(clazz);\n} else {\ntry {\nClass<CxfRsEndpointFactoryBean> clazz = getCamelContext().getClassResolver().resolveMandatoryClass(""org.apache.camel.component.cxf.spring.jaxrs.SpringCxfRsEndpointFactoryBean"", CxfRsEndpointFactoryBean.class);\nfactory = getCamelContext().getInjector().newInstance(clazz);\n} catch (Exception ex) {\nfactory = new DefaultCxfRsEndpointFactoryBean();\n}\n}\nanswer = factory.createEndpoint(this, remaining, bean);\nif (bean.getProperties() != null) {\nMap<String, Object> copy = new HashMap<>(bean.getProperties());\nsetProperties(answer, copy);\n}\nanswer.setBeanId(beanId);\n} else {\nanswer = new CxfRsEndpoint(remaining, this);\n}\nString resourceClass = getAndRemoveParameter(parameters, ""resourceClass"", String.class);\nif (resourceClass != null) {\nClass<?> clazz = getCamelContext().getClassResolver().resolveMandatoryClass(resourceClass);\nanswer.addResourceClass(clazz);\n}\nString resourceClasses = getAndRemoveParameter(parameters, ""resourceClasses"", String.class);\nIterator<?> it = ObjectHelper.createIterator(resourceClasses);\nwhile (it.hasNext()) {\nString name = (String) it.next();\nClass<?> clazz = getCamelContext().getClassResolver().resolveMandatoryClass(name);\nanswer.addResourceClass(clazz);\n}\nsetProperties(answer, parameters);\nMap<String, String> params = CastUtils.cast(parameters);\nanswer.setParameters(params);\nsetEndpointHeaderFilterStrategy(answer);\nif (answer.getSslContextParameters() == null) {\nanswer.setSslContextParameters(retrieveGlobalSslContextParameters());\n}\nreturn answer;\n}\n""}","java:S1181
"
"{""function"": ""private static void setMetadata(EipModel model, String name, Object value)\n{\nboolean array = isArray(model, name);\nif (array) {\nList<Object> list = (List<Object>) model.getMetadata().get(name);\nif (list == null) {\nlist = new ArrayList<>();\nmodel.getMetadata().put(name, list);\n}\nlist.add(value);\n} else {\nmodel.getMetadata().put(name, value);\n}\n}\n""}","{""function"": ""private static void setMetadata(EipModel model, String name, Object value)\n{\nboolean array = isArray(model, name);\nif (array) {\nList<Object> list = (List<Object>) model.getMetadata().get(name);\nif (list == null) {\nlist = new ArrayList<>();\nmodel.getMetadata().put(name, list);\n}\nlist.add(value);\n} else {\nmodel.getMetadata().put(name, value);\n}\n}\n""}","java:S3740
"
"{""function"": ""public int processBatch(Queue<Object> exchanges) throws Exception\n{\nint processedExchanges = 0;\nwhile (!exchanges.isEmpty()) {\nfinal Exchange exchange = ObjectHelper.cast(Exchange.class, exchanges.poll());\nAsyncCallback cb = defaultConsumerCallback(exchange, true);\ngetAsyncProcessor().process(exchange, cb);\nprocessedExchanges++;\n}\nreturn processedExchanges;\n}\n""}","{""function"": ""public int processBatch(Queue<Object> exchanges) throws Exception\n{\nint processedExchanges = 0;\nwhile (!exchanges.isEmpty()) {\nfinal Exchange exchange = ObjectHelper.cast(Exchange.class, exchanges.poll());\nAsyncCallback cb = defaultConsumerCallback(exchange, true);\ngetAsyncProcessor().process(exchange, cb);\nprocessedExchanges++;\n}\nreturn processedExchanges;\n}\n""}","java:S3776
"
"{""function"": ""protected SalesforceException createRestException(Response response, InputStream responseContent)\n{\nfinal int statusCode = response.getStatus();\nString reason = response.getReason();\nif (reason == null || reason.isEmpty()) {\nreason = HttpStatus.getMessage(statusCode);\n}\ntry {\nif (responseContent != null && responseContent.available() > 0) {\nfinal List<String> choices;\nif (statusCode == HttpStatus.MULTIPLE_CHOICES_300) {\nchoices = objectMapper.readValue(responseContent, TypeReferences.STRING_LIST_TYPE);\nreturn new SalesforceMultipleChoicesException(reason, statusCode, choices);\n} else {\nList<RestError> restErrors = null;\nString body = null;\ntry {\nrestErrors = readErrorsFrom(responseContent, objectMapper);\n} catch (IOException ignored) {\n}\ntry {\nresponseContent.reset();\nbody = IOUtils.toString(responseContent, StandardCharsets.UTF_8);\nresponseContent.reset();\n} catch (Exception t) {\nlog.warn(""Unable to reset HTTP response content input stream."");\n}\nif (statusCode == HttpStatus.NOT_FOUND_404) {\nreturn new NoSuchSObjectException(restErrors);\n}\nreturn new SalesforceException(restErrors, statusCode, ""Unexpected error: "" + reason + "". See exception `errors` property for detail. "" + body, responseContent);\n}\n}\n} catch (IOException | RuntimeException e) {\nString msg = ""Unexpected Error parsing error response body + ["" + responseContent + ""] : "" + e.getMessage();\nlog.warn(msg, e);\n}\nreturn new SalesforceException(""Unexpected error: "" + reason + "", with content: "" + responseContent, statusCode);\n}\n""}","{""function"": ""protected SalesforceException createRestException(Response response, InputStream responseContent)\n{\nfinal int statusCode = response.getStatus();\nString reason = response.getReason();\nif (reason == null || reason.isEmpty()) {\nreason = HttpStatus.getMessage(statusCode);\n}\ntry {\nif (responseContent != null && responseContent.available() > 0) {\nfinal List<String> choices;\nif (statusCode == HttpStatus.MULTIPLE_CHOICES_300) {\nchoices = objectMapper.readValue(responseContent, TypeReferences.STRING_LIST_TYPE);\nreturn new SalesforceMultipleChoicesException(reason, statusCode, choices);\n} else {\nList<RestError> restErrors = null;\nString body = null;\ntry {\nrestErrors = readErrorsFrom(responseContent, objectMapper);\n} catch (IOException ignored) {\n}\ntry {\nresponseContent.reset();\nbody = IOUtils.toString(responseContent, StandardCharsets.UTF_8);\nresponseContent.reset();\n} catch (Exception t) {\nlog.warn(""Unable to reset HTTP response content input stream."");\n}\nif (statusCode == HttpStatus.NOT_FOUND_404) {\nreturn new NoSuchSObjectException(restErrors);\n}\nreturn new SalesforceException(restErrors, statusCode, ""Unexpected error: "" + reason + "". See exception `errors` property for detail. "" + body, responseContent);\n}\n}\n} catch (IOException | RuntimeException e) {\nString msg = ""Unexpected Error parsing error response body + ["" + responseContent + ""] : "" + e.getMessage();\nlog.warn(msg, e);\n}\nreturn new SalesforceException(""Unexpected error: "" + reason + "", with content: "" + responseContent, statusCode);\n}\n""}","java:S1181
"
"{""function"": ""public void onDone(Exchange exchange)\n{\ntry {\nif (exchange.getException() != null || exchange.isRollbackOnly()) {\nif (exchange.getException() instanceof KafkaException) {\nLOG.warn(""Catch {} and will close kafka producer with transaction {} "", exchange.getException(), transactionId);\nkafkaProducer.close();\n} else {\nLOG.warn(""Abort kafka transaction {} with exchange {}"", transactionId, exchange.getExchangeId());\nkafkaProducer.abortTransaction();\n}\n} else {\nLOG.debug(""Commit kafka transaction {} with exchange {}"", transactionId, exchange.getExchangeId());\nkafkaProducer.commitTransaction();\n}\n} catch (KafkaException e) {\nexchange.setException(e);\n} catch (Exception e) {\nexchange.setException(e);\nLOG.warn(""Abort kafka transaction {} with exchange {} due to {} "", transactionId, exchange.getExchangeId(), e.getMessage(), e);\nkafkaProducer.abortTransaction();\n} finally {\nexchange.getUnitOfWork().endTransactedBy(transactionId);\n}\n}\n""}","{""function"": ""public void onDone(Exchange exchange)\n{\ntry {\nif (exchange.getException() != null || exchange.isRollbackOnly()) {\nif (exchange.getException() instanceof KafkaException) {\nLOG.warn(""Catch {} and will close kafka producer with transaction {} "", exchange.getException(), transactionId);\nkafkaProducer.close();\n} else {\nLOG.warn(""Abort kafka transaction {} with exchange {}"", transactionId, exchange.getExchangeId());\nkafkaProducer.abortTransaction();\n}\n} else {\nLOG.debug(""Commit kafka transaction {} with exchange {}"", transactionId, exchange.getExchangeId());\nkafkaProducer.commitTransaction();\n}\n} catch (KafkaException e) {\nexchange.setException(e);\n} catch (Exception e) {\nexchange.setException(e);\nLOG.warn(""Abort kafka transaction {} with exchange {} due to {} "", transactionId, exchange.getExchangeId(), e.getMessage(), e);\nkafkaProducer.abortTransaction();\n} finally {\nexchange.getUnitOfWork().endTransactedBy(transactionId);\n}\n}\n""}","java:S1181
"
"{""function"": ""public static String extractJavaDoc(String sourceCode, MethodSource<?> ms) throws IOException\n{\nObject internal = ms.getJavaDoc().getInternal();\nif (internal instanceof ASTNode) {\nint pos = ((ASTNode) internal).getStartPosition();\nint len = ((ASTNode) internal).getLength();\nif (pos > 0 && len > 0) {\nString doc = sourceCode.substring(pos, pos + len);\nLineNumberReader ln = new LineNumberReader(new StringReader(doc));\nString line;\nStringBuilder sb = new StringBuilder();\nwhile ((line = ln.readLine()) != null) {\nline = line.trim();\nif (line.startsWith(""/**"") || line.startsWith(""*/"")) {\ncontinue;\n}\nif (line.startsWith(""*"")) {\nline = line.substring(1).trim();\n}\nsb.append(line);\nsb.append(""\n"");\n}\ndoc = sb.toString();\nreturn doc;\n}\n}\nreturn null;\n}\n""}","{""function"": ""public static String extractJavaDoc(String sourceCode, MethodSource<?> ms) throws IOException\n{\nObject internal = ms.getJavaDoc().getInternal();\nif (internal instanceof ASTNode) {\nint pos = ((ASTNode) internal).getStartPosition();\nint len = ((ASTNode) internal).getLength();\nif (pos > 0 && len > 0) {\nString doc = sourceCode.substring(pos, pos + len);\nLineNumberReader ln = new LineNumberReader(new StringReader(doc));\nString line;\nStringBuilder sb = new StringBuilder();\nwhile ((line = ln.readLine()) != null) {\nline = line.trim();\nif (line.startsWith(""/**"") || line.startsWith(""*/"")) {\ncontinue;\n}\nif (line.startsWith(""*"")) {\nline = line.substring(1).trim();\n}\nsb.append(line);\nsb.append(""\n"");\n}\ndoc = sb.toString();\nreturn doc;\n}\n}\nreturn null;\n}\n""}","java:S3740
"
